Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
j9e6gz0o@connect.np.edu.sg,3,4,13,6,8,7,18,4,3,2,3,6,13,10,13,"P07,P03,P13,P11,P14,P05"
65tjmdoa@gmail.com,13,6,17,7,4,5,18,12,6,12,2,18,0,5,3,"P07,P12,P03,P01,P08,P10"
x23ah92f@outlook.com,10,7,10,9,4,19,8,4,6,5,17,18,15,4,0,"P06,P12,P11,P13,P01,P03"
10d5qg8h@yahoo.com,8,0,1,18,18,2,4,15,13,16,1,9,3,13,17,"P04,P05,P15,P10,P08,P09"
kwwruxxa@outlook.com,18,7,12,4,1,0,13,19,16,6,12,8,5,17,4,"P15,P01,P14,P09,P07,P03"
cnjp0uo5@yahoo.com,16,18,10,18,12,11,19,15,17,2,11,0,18,15,9,"P07,P02,P04,P13,P09,P01"
6mfr7x4z@outlook.com,6,10,5,4,13,12,16,15,5,7,19,14,10,3,5,"P11,P07,P08,P12,P05,P06"
x2t38xmh@outlook.com,15,10,7,15,11,19,3,8,4,13,13,17,0,11,10,"P06,P12,P01,P04,P10,P11"
03tdcdro@outlook.com,13,14,4,14,0,8,6,20,18,18,20,14,13,10,10,"P08,P11,P09,P10,P02,P04"
fn1k6yev@gmail.com,17,8,20,9,20,2,15,10,2,14,7,13,3,20,16,"P03,P05,P14,P01,P15,P07"
p2phhpeb@outlook.com,0,1,8,12,6,20,1,11,7,16,18,6,13,5,11,"P06,P11,P10,P13,P04,P08"
msbdpeqn@connect.np.edu.sg,20,5,9,12,16,13,8,7,18,0,19,9,12,20,3,"P01,P14,P11,P09,P05,P06"
torjvi4s@yahoo.com,9,4,18,7,0,20,16,11,10,0,9,7,20,4,16,"P06,P13,P03,P07,P15,P08"
4boiu16q@outlook.com,12,19,15,1,5,8,9,11,11,8,1,16,19,17,17,"P02,P13,P14,P15,P12,P03"
h0xldrzp@yahoo.com,10,2,6,5,5,10,5,17,10,12,2,10,8,2,3,"P08,P10,P01,P06,P09,P12"
613eo3du@gmail.com,12,0,19,0,14,7,15,0,17,7,9,9,12,20,12,"P14,P03,P09,P07,P05,P01"
k3budgnw@outlook.com,10,11,16,13,7,6,15,18,8,6,1,2,7,15,0,"P08,P03,P07,P14,P04,P02"
xkkk89us@outlook.com,4,20,7,3,6,17,3,20,7,0,19,0,14,9,19,"P02,P08,P11,P15,P06,P13"
sypoh1zn@gmail.com,8,8,15,18,20,8,7,8,1,12,18,1,16,18,4,"P05,P04,P11,P14,P13,P03"
o9h3hqas@gmail.com,13,12,0,12,17,6,4,4,15,2,18,19,15,16,0,"P12,P11,P05,P14,P09,P13"
culiqf91@gmail.com,0,18,17,7,11,10,16,10,10,13,18,17,14,2,18,"P02,P11,P15,P03,P12,P07"
5h0hwcy1@gmail.com,6,18,8,20,4,12,11,7,6,19,16,11,0,19,13,"P04,P10,P14,P02,P11,P15"
vvbbmqos@outlook.com,19,8,14,9,6,3,0,11,2,18,20,3,4,7,19,"P11,P01,P15,P10,P03,P08"
69l8tmuw@connect.np.edu.sg,17,5,6,15,19,10,16,17,12,15,3,18,0,6,20,"P15,P05,P12,P01,P08,P07"
43z88m4z@connect.np.edu.sg,17,17,14,14,3,8,14,7,9,8,19,1,7,20,2,"P14,P11,P01,P02,P03,P04"
k6a32kk7@outlook.com,19,19,10,12,0,4,13,9,7,10,19,15,13,13,13,"P01,P02,P11,P12,P07,P13"
tw3crazr@gmail.com,3,4,1,9,6,13,20,1,8,9,4,18,20,11,13,"P07,P13,P12,P06,P15,P14"
41z620ck@gmail.com,12,4,15,18,10,7,4,20,15,10,8,11,16,20,12,"P08,P09,P04,P13,P03,P09"
et4lxe9c@outlook.com,15,8,4,4,12,1,9,3,3,16,7,8,12,2,17,"P15,P10,P01,P05,P13,P07"
yuytq8wj@connect.np.edu.sg,0,20,4,13,16,11,10,8,4,17,18,18,11,20,17,"P02,P14,P11,P12,P10,P15"
rw0xn6by@yahoo.com,3,20,12,1,1,15,13,18,19,4,4,20,13,5,11,"P08,P12,P09,P08,P06,P07"
rmbwl8h2@outlook.com,17,18,18,8,15,5,7,15,9,1,16,11,7,1,3,"P02,P03,P01,P11,P05,P08"
sdyca2bl@gmail.com,8,9,9,1,15,4,0,13,7,17,9,10,12,0,3,"P10,P05,P08,P13,P12,P02"
rmhkpjvg@yahoo.com,9,0,2,7,19,5,19,9,0,12,7,8,4,14,1,"P05,P07,P14,P10,P01,P08"
pxins3h7@gmail.com,9,18,5,20,6,15,0,18,10,1,17,0,4,3,8,"P04,P02,P08,P11,P06,P09"
7jxvu0tl@yahoo.com,13,4,5,13,20,14,12,1,12,20,1,8,12,13,19,"P05,P10,P15,P06,P01,P04"
9bi3iqvg@gmail.com,9,14,17,12,8,10,16,20,9,14,17,20,20,2,20,"P08,P12,P13,P15,P03,P11"
bfa4ylpl@connect.np.edu.sg,3,1,9,10,20,2,13,8,18,13,20,15,9,5,9,"P05,P11,P09,P12,P07,P10"
uokas0i2@connect.np.edu.sg,17,13,16,0,14,16,13,16,6,1,4,15,5,20,11,"P14,P01,P03,P06,P08,P12"
83oi4n4l@outlook.com,0,0,13,20,7,10,19,15,14,3,0,5,6,14,1,"P04,P07,P12,P09,P14,P03"
aerc2x2z@outlook.com,15,12,1,13,3,19,12,10,4,1,7,15,4,13,4,"P06,P09,P12,P04,P14,P02"
r5cee2rk@outlook.com,6,4,4,20,8,2,11,20,4,13,20,2,20,14,9,"P04,P08,P11,P13,P14,P10"
zi4do90m@yahoo.com,1,0,18,4,20,20,17,20,12,8,14,5,15,16,5,"P05,P06,P08,P03,P07,P14"
x6h6slw7@outlook.com,6,18,0,19,6,17,13,1,8,18,2,17,2,13,8,"P04,P02,P10,P06,P12,P07"
asfm6mf5@gmail.com,16,3,15,13,13,15,6,7,5,11,9,10,6,20,1,"P14,P01,P03,P06,P04,P05"
ak4b8pik@connect.np.edu.sg,0,1,4,9,9,19,8,15,3,9,18,14,0,20,19,"P14,P06,P15,P11,P08,P12"
p03dzesc@gmail.com,17,5,6,11,18,13,0,1,2,12,9,18,17,19,16,"P14,P05,P12,P01,P13,P15"
nmfkd9wz@connect.np.edu.sg,0,7,14,10,6,15,3,13,6,9,8,19,6,7,1,"P12,P06,P03,P08,P04,P10"
b0dehk81@outlook.com,20,6,14,1,7,20,18,4,0,11,11,3,18,12,2,"P01,P06,P07,P13,P03,P14"
j9rl0j5d@connect.np.edu.sg,4,16,2,8,1,1,11,19,2,19,0,12,10,4,9,"P08,P10,P02,P12,P07,P13"
ociefsr8@connect.np.edu.sg,20,9,16,16,19,6,2,16,8,6,0,12,11,3,17,"P01,P05,P15,P03,P04,P08"
0i80haoj@connect.np.edu.sg,2,4,11,11,0,0,12,19,14,17,3,9,3,0,13,"P08,P10,P09,P15,P07,P03"
soh2nt44@connect.np.edu.sg,3,0,20,13,11,13,7,8,13,16,2,11,13,2,4,"P03,P10,P04,P06,P09,P13"
z3had2mw@yahoo.com,14,6,14,1,20,6,0,5,14,3,9,9,12,0,13,"P05,P01,P03,P09,P15,P13"
6wb6mfse@gmail.com,8,17,5,10,17,2,9,7,8,6,16,15,5,14,5,"P02,P05,P11,P12,P14,P04"
3nop8f93@connect.np.edu.sg,17,4,4,0,3,17,15,20,7,0,19,20,20,13,10,"P08,P12,P13,P11,P01,P06"
m9jiv8ly@outlook.com,12,5,6,3,10,9,2,13,17,20,5,9,9,20,0,"P10,P14,P09,P08,P01,P05"
o2h7wzn6@outlook.com,1,10,9,11,3,0,0,9,1,3,9,13,3,10,8,"P12,P04,P02,P14,P03,P08"
y3xth12p@gmail.com,8,8,16,13,15,9,12,20,15,7,14,5,1,11,3,"P08,P03,P05,P09,P11,P04"
xlvcfa96@yahoo.com,18,11,1,15,19,18,11,18,13,14,15,11,9,6,9,"P13,P01,P06,P08,P04,P11"
wirbdptv@yahoo.com,17,0,15,17,18,20,4,12,20,13,7,7,3,16,14,"P06,P09,P05,P01,P04,P14"
erlwy6h7@outlook.com,16,0,11,16,10,12,13,15,10,18,2,12,10,17,0,"P10,P14,P01,P04,P08,P02"
npqoann7@outlook.com,5,14,11,3,3,15,8,18,7,9,1,1,12,18,10,"P08,P14,P06,P02,P13,P03"
lhk3gpq3@outlook.com,11,1,9,0,20,0,4,11,19,11,6,10,0,3,20,"P05,P15,P09,P01,P08,P10"
kjzzdolb@gmail.com,14,0,10,1,4,5,0,11,8,3,12,11,11,19,15,"P14,P15,P01,P11,P08,P12"
tgazelah@gmail.com,5,10,2,10,19,6,14,15,3,8,6,0,11,11,20,"P15,P05,P08,P07,P13,P14"
dxz4xaw2@connect.np.edu.sg,5,2,4,17,13,1,0,1,15,16,11,18,13,5,6,"P12,P04,P10,P09,P05,P13"
lzc8yvos@outlook.com,3,17,14,7,13,0,15,18,11,12,8,8,8,6,16,"P08,P02,P15,P07,P03,P05"
fvasc2op@gmail.com,8,16,12,7,2,15,15,3,0,5,9,16,4,13,9,"P02,P12,P06,P07,P14,P03"
l3lz0w6k@yahoo.com,14,2,0,0,18,16,9,14,13,14,12,16,19,6,11,"P13,P05,P06,P12,P01,P08"
fv9nc2yw@connect.np.edu.sg,17,11,12,6,6,10,10,6,20,5,14,18,16,10,15,"P09,P12,P01,P13,P15,P11"
hx9uus9d@connect.np.edu.sg,18,13,4,11,0,13,4,8,14,1,20,11,14,8,3,"P11,P01,P09,P13,P02,P06"
z0w5j84q@gmail.com,9,7,15,18,16,3,15,3,1,11,17,2,0,0,15,"P04,P11,P05,P03,P07,P15"
wr98vipd@outlook.com,9,15,10,14,8,16,11,7,14,18,2,12,7,17,10,"P10,P14,P06,P02,P04,P09"
31udhy3q@gmail.com,0,9,6,3,13,2,5,9,7,6,2,3,7,15,16,"P15,P14,P05,P09,P08,P09"
8n2t4twc@yahoo.com,4,3,8,9,18,18,8,18,2,7,15,10,6,8,18,"P05,P06,P08,P15,P11,P12"
f952gb3u@connect.np.edu.sg,17,11,10,13,14,18,15,2,19,13,18,20,19,16,14,"P12,P09,P13,P06,P11,P01"
otd4qrgg@connect.np.edu.sg,8,2,6,20,18,4,15,5,9,10,14,12,14,8,4,"P04,P05,P07,P11,P13,P12"
g5db5yxm@connect.np.edu.sg,19,6,15,13,5,6,7,18,12,2,12,4,1,13,14,"P01,P08,P03,P15,P04,P14"
yhinlpst@yahoo.com,4,8,3,12,5,4,19,8,14,16,10,15,0,16,16,"P07,P10,P14,P15,P12,P09"
ta3pqezi@gmail.com,19,3,17,11,0,4,1,18,5,19,1,0,1,14,14,"P01,P10,P08,P03,P14,P15"
2x07qpi7@yahoo.com,20,16,11,11,20,5,0,14,1,13,10,9,11,18,13,"P01,P05,P14,P02,P08,P10"
iek8wurp@connect.np.edu.sg,11,1,10,7,15,19,0,18,3,2,16,10,12,0,9,"P06,P08,P11,P05,P13,P01"
8cbzloqz@connect.np.edu.sg,13,9,13,0,11,14,12,20,5,9,12,2,19,1,11,"P08,P13,P06,P01,P03,P07"
4bvb4tc7@connect.np.edu.sg,3,13,5,20,7,8,16,18,18,13,3,5,18,0,1,"P04,P08,P09,P13,P07,P02"
wc2wywke@gmail.com,17,1,15,1,13,16,4,2,13,11,7,6,19,18,12,"P13,P14,P01,P06,P03,P05"
55pcygm2@gmail.com,15,14,20,10,6,8,20,16,1,19,10,0,7,12,2,"P03,P07,P10,P08,P01,P02"
iil6boka@connect.np.edu.sg,4,17,15,16,20,6,8,16,7,9,7,19,7,5,18,"P05,P12,P15,P02,P04,P08"
oyxy8pe0@connect.np.edu.sg,8,2,3,13,11,17,3,10,8,4,6,10,0,9,19,"P15,P06,P04,P05,P08,P12"
6ap62mdi@yahoo.com,19,9,16,0,10,7,2,10,18,19,6,1,20,20,14,"P13,P14,P01,P10,P09,P03"
cdj5wfkf@gmail.com,16,20,13,3,7,19,2,19,19,6,1,19,19,5,3,"P02,P06,P08,P09,P12,P13"
j4cuiyon@connect.np.edu.sg,4,7,9,15,2,1,11,1,0,13,6,3,6,10,18,"P15,P04,P06,P07,P14,P03"
1zblxe47@yahoo.com,19,17,11,2,17,9,16,15,4,3,8,18,18,3,19,"P01,P15,P12,P13,P02,P05"
s1venuwl@gmail.com,7,12,20,18,0,16,4,0,16,17,8,10,20,2,15,"P03,P13,P04,P10,P06,P09"
1bajavex@outlook.com,0,13,13,6,7,9,7,15,5,0,5,8,4,8,17,"P15,P08,P02,P03,P06,P12"
yipuqe2s@yahoo.com,16,18,9,11,19,17,17,20,7,2,18,15,4,10,0,"P08,P05,P02,P11,P06,P07"
anbxsklh@yahoo.com,5,0,7,17,2,15,0,19,14,11,18,0,11,15,8,"P08,P11,P04,P06,P14,P09"
e9s0f7ei@yahoo.com,10,11,5,15,20,19,14,15,18,4,9,0,18,8,6,"P05,P06,P01,P13,P04,P08"
i8e7n1ua@outlook.com,5,2,2,17,2,7,0,8,3,20,5,18,11,1,17,"P10,P12,P04,P14,P13,P08"
4xllg07z@connect.np.edu.sg,8,17,20,5,9,11,9,19,12,8,6,5,11,19,0,"P03,P08,P14,P02,P09,P06"
r8x1vmd5@outlook.com,4,15,14,7,9,13,20,6,20,19,20,10,8,6,13,"P07,P09,P11,P10,P02,P03"
g7utonpb@gmail.com,17,13,12,1,13,13,7,14,0,20,6,5,0,1,15,"P10,P01,P15,P08,P02,P05"
cheos4kq@outlook.com,18,9,1,13,15,9,7,11,16,2,4,8,15,0,11,"P01,P09,P05,P13,P04,P08"
p3c33jfi@yahoo.com,5,12,18,0,17,6,6,14,13,5,7,20,12,12,19,"P12,P15,P03,P05,P08,P09"
qbhxxg20@outlook.com,9,9,4,11,15,14,8,7,19,20,4,10,14,12,3,"P10,P09,P05,P06,P13,P14"
6icgvz57@outlook.com,6,6,9,2,12,18,18,18,9,0,0,19,8,3,3,"P12,P06,P07,P07,P05,P03"
2r9d3oyx@outlook.com,20,4,13,19,19,11,13,8,17,12,18,15,10,12,12,"P01,P04,P05,P11,P09,P12"
cxesa0i6@gmail.com,16,0,9,13,9,8,16,11,10,18,4,11,9,6,13,"P10,P01,P07,P04,P15,P08"
leti45vh@gmail.com,20,9,1,12,9,13,20,18,13,17,19,7,11,18,17,"P01,P07,P11,P08,P14,P10"
l2h7x4wf@connect.np.edu.sg,15,10,13,12,15,13,8,14,10,16,9,11,13,13,10,"P10,P01,P05,P08,P03,P06"
7qwditzk@gmail.com,6,12,1,0,4,12,13,0,3,1,3,4,5,9,19,"P15,P07,P02,P06,P14,P01"
mtcx5svs@yahoo.com,12,14,11,16,10,12,20,17,4,2,14,16,1,19,4,"P07,P14,P08,P04,P12,P02"
kp6nvdh0@connect.np.edu.sg,15,20,10,19,2,16,11,6,1,19,16,18,2,1,0,"P02,P04,P10,P12,P06,P11"
wvnag7hv@connect.np.edu.sg,18,14,16,15,14,3,20,11,20,1,10,10,13,17,15,"P07,P09,P01,P14,P03,P04"
quf9ll2e@connect.np.edu.sg,2,14,2,6,4,1,16,1,5,15,10,17,10,16,19,"P15,P12,P07,P14,P10,P02"
k42zvzkq@connect.np.edu.sg,7,2,8,10,11,3,13,17,13,7,15,10,11,7,10,"P08,P11,P07,P09,P05,P13"
k8fimfem@connect.np.edu.sg,3,17,0,17,3,17,16,14,17,3,7,17,9,10,18,"P15,P02,P04,P06,P09,P12"
tqdv2fki@outlook.com,10,19,18,6,20,0,19,0,2,5,13,11,18,0,1,"P05,P02,P07,P03,P13,P11"
wdml8bky@outlook.com,5,8,14,14,6,0,10,6,12,5,18,14,8,13,0,"P11,P03,P04,P12,P13,P09"
6p2pp0vx@yahoo.com,11,5,16,8,9,10,18,16,4,18,4,19,8,16,16,"P12,P07,P10,P03,P08,P14"
478uh4r0@connect.np.edu.sg,20,4,2,5,0,14,16,2,6,15,14,12,3,2,6,"P01,P07,P10,P06,P11,P12"
0mw5lmho@gmail.com,19,5,15,12,7,19,3,19,7,8,19,3,7,4,14,"P01,P06,P08,P11,P03,P15"
dpzvhlyt@yahoo.com,12,19,11,4,20,18,20,18,3,9,17,15,19,2,1,"P05,P07,P02,P13,P02,P08"
o0lzx18f@connect.np.edu.sg,9,11,10,5,0,8,14,9,13,7,19,9,1,8,10,"P11,P07,P09,P02,P03,P15"
2aqj05kq@yahoo.com,9,5,14,13,3,0,6,20,11,2,12,18,5,1,15,"P08,P12,P15,P03,P04,P11"
hb1jzr9e@yahoo.com,7,2,5,2,20,12,7,3,19,5,17,2,0,5,6,"P05,P09,P11,P06,P01,P07"
4l0gulxu@connect.np.edu.sg,9,18,6,4,9,17,4,2,9,4,19,5,4,7,14,"P11,P02,P06,P15,P01,P15"
h497ap28@yahoo.com,16,9,2,7,11,11,20,11,19,14,8,1,8,10,13,"P07,P09,P01,P10,P15,P05"
enkpkadk@outlook.com,1,16,12,0,13,8,4,20,13,2,15,7,9,18,12,"P08,P14,P02,P11,P05,P09"
xuvho16e@outlook.com,1,20,16,10,12,0,3,4,16,10,20,0,3,18,3,"P02,P11,P14,P03,P09,P05"
6kgp13bd@gmail.com,11,1,16,18,3,2,1,3,1,16,11,17,6,15,20,"P15,P04,P12,P03,P10,P14"
poylg5w0@yahoo.com,10,8,13,6,15,3,8,13,4,17,8,6,0,3,20,"P15,P10,P05,P03,P08,P01"
d2c9hj9f@connect.np.edu.sg,1,1,18,14,2,9,3,16,16,17,0,16,18,6,4,"P03,P13,P10,P08,P09,P12"
ifmi8vzb@yahoo.com,9,17,8,9,15,0,20,5,16,11,8,3,14,17,7,"P07,P02,P14,P09,P05,P13"
c3y8vjr3@outlook.com,2,5,16,10,7,11,0,17,10,5,19,6,17,9,2,"P11,P08,P13,P03,P06,P04"
rfsoqxeg@yahoo.com,6,1,1,11,14,1,17,7,15,17,15,18,8,13,10,"P12,P07,P10,P09,P03,P05"
mlfkdjee@gmail.com,19,8,15,20,7,13,9,13,7,11,19,4,19,4,8,"P04,P01,P11,P13,P03,P07"
l83xt3m9@yahoo.com,15,13,5,0,10,18,0,11,18,18,5,2,15,19,1,"P14,P06,P09,P10,P01,P13"
casa4w14@yahoo.com,8,10,16,15,2,10,1,16,14,9,12,2,13,7,3,"P03,P08,P04,P09,P13,P11"
0qiujcom@connect.np.edu.sg,19,13,4,19,9,4,16,5,7,4,12,7,4,5,7,"P01,P04,P07,P02,P11,P05"
cl95scf5@gmail.com,14,2,1,18,14,6,13,10,8,18,12,20,4,5,16,"P12,P04,P10,P15,P01,P05"
g0khsmo2@connect.np.edu.sg,9,19,18,6,19,9,14,5,19,1,12,19,18,20,5,"P14,P02,P05,P09,P12,P03"
dawmyb2q@connect.np.edu.sg,13,19,14,8,5,20,17,8,3,20,13,14,15,17,17,"P06,P10,P02,P07,P14,P15"
zqaycwxp@yahoo.com,6,19,0,19,2,5,18,5,11,8,5,8,12,5,17,"P02,P04,P07,P15,P13,P09"
gmqr8mz8@connect.np.edu.sg,10,13,8,15,13,1,15,20,15,13,10,13,1,9,7,"P08,P04,P07,P09,P11,P05"
1nltzsfm@gmail.com,5,3,20,5,2,19,3,13,14,18,5,18,1,16,17,"P03,P06,P10,P12,P15,P14"
f7bvpfnw@yahoo.com,12,9,8,17,16,3,3,15,7,13,6,8,7,5,0,"P04,P05,P08,P10,P01,P02"
lm7hy27x@connect.np.edu.sg,15,13,17,3,5,0,1,11,19,18,15,2,12,14,2,"P09,P10,P03,P01,P11,P14"
c741tmzj@outlook.com,2,17,0,16,13,17,0,16,15,16,13,1,11,0,19,"P15,P02,P06,P04,P08,P10"
51o48zvu@yahoo.com,6,10,9,14,19,5,3,20,7,2,12,1,17,13,0,"P08,P05,P13,P04,P14,P11"
phkrupe0@gmail.com,16,18,10,4,12,10,20,4,11,2,17,6,15,18,18,"P07,P02,P14,P15,P11,P01"
h5ic2ss3@connect.np.edu.sg,14,6,8,20,18,0,16,20,9,15,13,17,13,15,18,"P04,P08,P05,P15,P12,P07"
vbjzlnn0@connect.np.edu.sg,11,9,16,9,17,16,11,20,5,5,1,5,11,10,18,"P08,P15,P05,P03,P06,P01"
1o9i5mlo@gmail.com,14,17,19,18,11,15,10,17,20,7,3,1,12,16,11,"P09,P09,P04,P02,P08,P14"
1ejyje6f@connect.np.edu.sg,3,8,13,15,2,7,20,11,0,16,17,20,2,10,2,"P07,P12,P11,P10,P04,P03"
ds1s30zs@yahoo.com,1,15,15,20,12,17,10,18,3,7,4,17,7,2,0,"P04,P08,P06,P12,P02,P03"
zaki5rx0@outlook.com,0,2,15,19,11,14,5,6,0,15,2,11,14,6,5,"P04,P03,P10,P06,P13,P05"
5m8ibxyg@yahoo.com,11,18,1,6,1,5,3,7,18,0,12,6,13,9,13,"P02,P09,P13,P15,P11,P01"
1s9h7vvc@connect.np.edu.sg,10,4,7,15,17,17,12,4,14,15,11,20,8,18,15,"P12,P14,P05,P06,P04,P10"
kdyofdt3@yahoo.com,12,8,18,10,14,16,13,0,11,13,8,11,6,13,12,"P03,P06,P05,P07,P10,P14"
56qfne2o@connect.np.edu.sg,17,14,20,3,2,4,15,10,16,12,9,12,19,2,19,"P03,P13,P15,P01,P09,P07"
lgepm82e@connect.np.edu.sg,15,6,15,17,17,11,4,5,8,17,10,9,3,14,9,"P04,P05,P10,P01,P03,P14"
x1wlv5ww@outlook.com,19,17,6,4,1,7,6,7,17,10,10,6,20,7,12,"P13,P01,P02,P09,P15,P10"
pqvut2ln@outlook.com,6,0,2,1,14,9,7,13,20,6,7,13,0,8,9,"P09,P05,P08,P12,P06,P15"
l9m5ryq6@yahoo.com,15,8,16,20,12,5,4,13,7,5,9,13,12,6,4,"P04,P03,P01,P08,P12,P05"
04invm3j@gmail.com,9,19,14,13,9,16,16,0,19,18,0,16,4,13,20,"P15,P02,P09,P10,P06,P07"
7tt1430q@gmail.com,2,13,2,13,4,13,16,19,14,12,9,17,13,6,15,"P05,P12,P07,P15,P09,P02"
67gbqp7w@connect.np.edu.sg,18,20,20,10,7,14,6,7,17,10,15,9,14,8,4,"P02,P15,P01,P09,P11,P06"
3bk8gvku@gmail.com,13,13,15,7,18,17,6,9,5,18,7,13,1,17,6,"P05,P10,P06,P14,P03,P01"
3wr80hr6@yahoo.com,10,8,4,16,12,20,13,20,8,8,17,17,12,15,20,"P06,P08,P10,P11,P12,P04"
s0vlbznc@outlook.com,6,18,11,6,13,9,19,11,20,13,12,15,0,6,10,"P09,P07,P02,P12,P05,P10"
s1xlgw95@gmail.com,3,18,1,14,15,9,19,11,3,19,9,8,3,13,0,"P07,P10,P02,P05,P04,P14"
c9524bqv@connect.np.edu.sg,0,0,2,4,1,2,11,19,11,18,11,6,1,6,12,"P08,P10,P05,P07,P09,P11"
ysngq5op@yahoo.com,20,12,12,4,3,19,16,2,13,12,13,2,7,13,12,"P01,P06,P07,P09,P11,P14"
5bkcsjq0@outlook.com,11,12,13,17,2,20,3,6,3,1,8,20,1,15,19,"P06,P12,P15,P04,P14,P03"
ohw3t6uv@connect.np.edu.sg,12,20,14,5,16,1,15,5,8,1,4,17,17,14,14,"P02,P12,P13,P05,P07,P03"
hgz64kgo@connect.np.edu.sg,8,0,3,4,11,14,15,0,11,5,4,14,1,19,5,"P09,P07,P06,P12,P05,P09"
raz1kjrf@outlook.com,16,15,4,19,17,17,15,14,1,0,18,12,7,2,0,"P04,P11,P05,P06,P10,P02"
ucpreirp@gmail.com,1,7,14,11,3,16,14,3,4,9,12,16,1,17,0,"P14,P06,P12,P03,P07,P11"
tqtnyb9f@outlook.com,0,15,13,20,20,5,5,18,15,12,8,0,19,18,2,"P04,P05,P13,P08,P14,P02"
67v1esqt@gmail.com,10,4,12,19,0,2,7,5,17,2,12,13,10,18,3,"P04,P14,P09,P12,P03,P13"
x0e8hwl8@yahoo.com,6,13,2,18,15,10,9,15,5,6,12,1,17,0,5,"P04,P13,P05,P08,P02,P11"
czhi2pro@gmail.com,17,13,12,2,3,3,6,5,11,14,11,11,6,3,10,"P01,P10,P02,P03,P09,P11"
90qn3y4r@outlook.com,9,0,15,19,16,3,0,4,7,4,6,19,13,20,20,"P14,P15,P04,P12,P05,P03"
4h9wezt8@gmail.com,19,11,18,15,5,1,6,2,5,9,9,1,0,9,14,"P01,P03,P04,P15,P02,P10"
7cdnnj2u@outlook.com,2,19,20,7,6,16,5,14,6,9,13,1,2,6,8,"P03,P02,P06,P08,P11,P10"
gvw4pfrk@outlook.com,17,20,6,3,15,0,12,20,2,14,5,13,5,19,0,"P02,P08,P14,P01,P05,P10"
4q7x3asz@yahoo.com,18,11,5,15,2,0,14,15,19,9,6,18,2,3,18,"P09,P01,P12,P15,P04,P08"
543ve6kd@yahoo.com,20,0,4,13,7,19,4,6,2,15,15,3,11,8,20,"P01,P15,P06,P10,P11,P04"
kaggtmqg@outlook.com,5,14,11,5,8,12,8,13,9,2,19,2,19,12,11,"P11,P13,P02,P08,P06,P14"
6eh4n724@gmail.com,4,6,9,19,8,1,15,15,17,3,9,0,20,11,10,"P13,P04,P09,P07,P03,P14"
2bx83rqc@outlook.com,16,1,8,12,0,15,13,9,13,19,15,1,1,5,16,"P10,P01,P15,P06,P11,P07"
jl9seopw@yahoo.com,19,8,18,18,12,20,10,12,20,10,12,12,18,10,4,"P06,P09,P01,P03,P04,P13"
irs79qb5@gmail.com,3,18,20,14,16,17,2,4,17,16,3,10,9,0,8,"P03,P02,P06,P09,P05,P10"
nyzj6os3@connect.np.edu.sg,15,13,4,18,7,3,20,14,16,3,14,6,12,8,16,"P07,P04,P09,P15,P01,P08"
6l1jwftk@yahoo.com,10,14,6,1,15,19,0,8,11,15,14,8,19,12,6,"P06,P13,P05,P10,P02,P11"
nszwwsew@outlook.com,2,5,5,12,15,6,5,8,7,5,16,16,17,19,3,"P14,P13,P11,P06,P05,P04"
rfhmrn20@outlook.com,6,6,2,3,6,2,3,19,1,12,16,11,8,15,0,"P08,P11,P14,P10,P12,P13"
yqquwuhi@outlook.com,0,0,17,10,2,8,12,11,15,0,9,5,6,10,12,"P03,P09,P07,P15,P05,P04"
9zp9qotv@connect.np.edu.sg,17,2,17,16,14,4,12,12,0,20,11,12,8,18,19,"P10,P08,P14,P01,P03,P04"
6qdmdzs4@outlook.com,8,20,1,18,7,2,18,9,20,17,17,3,7,20,20,"P02,P09,P14,P15,P04,P07"
3geylxxs@yahoo.com,0,5,15,7,15,18,10,12,8,7,14,19,3,3,19,"P12,P15,P06,P03,P05,P11"
phhuefyo@yahoo.com,4,2,6,3,0,3,20,16,3,2,11,7,7,9,12,"P07,P08,P15,P11,P14,P12"
r09x6gh9@gmail.com,0,12,18,8,12,9,17,13,2,12,16,10,7,1,11,"P03,P07,P11,P08,P02,P05"
zbgvovet@outlook.com,9,0,12,2,15,1,19,17,8,1,17,16,18,11,6,"P07,P13,P08,P11,P12,P05"
tzpoqwj7@outlook.com,4,20,16,18,17,5,20,13,9,2,9,14,11,14,17,"P02,P07,P04,P05,P15,P03"
86439d33@gmail.com,9,9,0,17,3,18,15,18,3,3,20,14,3,5,18,"P11,P06,P08,P15,P04,P07"
sdnqmhmo@outlook.com,14,12,14,0,20,20,2,8,0,11,13,10,4,14,6,"P05,P06,P01,P03,P14,P11"
wj81oybl@gmail.com,15,3,0,15,10,9,14,19,5,7,1,10,10,20,14,"P14,P08,P01,P04,P07,P15"
si3ofw9d@connect.np.edu.sg,12,2,16,4,16,2,19,12,4,0,10,16,4,11,12,"P07,P03,P05,P12,P01,P08"
63ikpln0@yahoo.com,4,18,1,17,10,19,12,16,15,6,2,12,11,9,4,"P06,P11,P04,P08,P09,P07"
9buq7mdt@gmail.com,11,20,4,15,20,16,0,1,19,16,7,17,8,14,2,"P02,P05,P09,P12,P06,P10"
kg7w4agm@outlook.com,1,11,15,8,18,14,10,10,18,1,4,11,16,6,13,"P05,P09,P13,P03,P06,P15"
