Email,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,Searches
gc46yrmx@connect.np.edu.sg,19,5,1,2,16,2,0,15,8,10,7,10,10,11,4,"P01,P05,P08,P14,P10,P12"
gslt8m94@connect.np.edu.sg,18,9,17,18,0,7,1,3,12,18,8,7,18,17,9,"P01,P04,P10,P13,P03,P14"
b7ueqmah@connect.np.edu.sg,13,2,19,7,14,7,3,3,1,12,1,9,10,10,18,"P03,P15,P05,P01,P10,P03"
tqia5a0w@gmail.com,20,8,4,6,18,20,18,19,1,12,14,19,15,0,20,"P01,P06,P15,P08,P12,P05"
se8s5r39@yahoo.com,5,16,6,16,16,11,10,16,4,19,15,9,11,17,11,"P10,P14,P02,P04,P05,P08"
i3pic1mw@connect.np.edu.sg,11,10,18,2,19,10,19,16,7,20,10,18,9,18,20,"P10,P15,P05,P07,P03,P12"
wlbid9wq@outlook.com,13,14,18,18,1,11,5,19,13,18,1,12,2,11,7,"P08,P03,P04,P10,P02,P01"
5qr4wf9q@yahoo.com,15,19,6,15,12,0,15,13,17,1,13,18,12,8,18,"P02,P12,P15,P09,P01,P04"
l8s3320o@connect.np.edu.sg,19,3,3,1,2,11,17,9,3,16,12,2,1,2,8,"P01,P07,P10,P11,P06,P07"
lxrqg8oe@outlook.com,1,5,11,12,2,13,2,0,5,0,3,2,4,3,19,"P15,P06,P04,P03,P02,P09"
c26u6dby@outlook.com,17,2,5,8,8,1,6,8,14,11,10,9,5,11,8,"P01,P09,P10,P14,P11,P12"
0vx82qn3@outlook.com,20,15,4,19,7,15,12,2,18,19,12,1,14,9,3,"P01,P04,P01,P09,P02,P06"
2wxlpl4i@connect.np.edu.sg,9,11,9,1,12,3,19,19,5,0,8,13,12,5,14,"P07,P08,P15,P12,P05,P13"
y6vmllma@gmail.com,7,18,6,14,5,19,20,12,12,20,20,1,1,8,1,"P07,P10,P11,P06,P02,P04"
48oqczy6@connect.np.edu.sg,11,3,3,4,14,0,11,6,4,8,16,7,5,2,19,"P15,P11,P05,P01,P07,P10"
tf5rl7u8@connect.np.edu.sg,0,20,18,19,17,18,14,0,16,5,16,20,9,16,1,"P02,P12,P04,P03,P06,P05"
zgijnq99@connect.np.edu.sg,20,18,16,8,7,2,10,13,8,12,10,11,14,3,4,"P01,P02,P03,P13,P08,P10"
y3x28xmo@connect.np.edu.sg,3,4,1,13,3,10,0,7,9,4,1,15,0,3,9,"P12,P04,P06,P09,P15,P08"
6zgyoycp@connect.np.edu.sg,13,12,11,12,20,14,17,3,7,5,10,9,20,12,14,"P05,P04,P07,P06,P15,P01"
fas78l8o@outlook.com,8,6,11,1,13,3,14,5,4,18,18,3,4,17,15,"P10,P11,P14,P15,P07,P05"
p9p6w450@connect.np.edu.sg,11,6,11,1,12,1,14,11,10,8,6,18,13,1,13,"P12,P07,P13,P15,P05,P01"
9vrp64k1@connect.np.edu.sg,16,12,12,5,9,17,20,16,6,15,5,12,4,1,17,"P07,P06,P15,P01,P08,P10"
98ky3lqh@connect.np.edu.sg,14,15,1,19,1,10,0,17,17,9,20,8,19,15,16,"P11,P04,P13,P08,P09,P15"
32q41ksd@yahoo.com,8,19,18,1,15,17,4,3,19,6,17,10,14,0,20,"P15,P02,P09,P03,P06,P11"
fcx49rxu@outlook.com,1,20,11,18,3,16,18,7,4,1,7,12,7,8,3,"P02,P04,P07,P06,P12,P03"
b2vjyqyf@gmail.com,16,9,4,17,11,9,8,11,4,13,18,1,2,8,15,"P11,P04,P01,P15,P10,P05"
xobqhw2l@gmail.com,2,1,13,1,17,17,2,20,8,8,15,16,19,12,19,"P08,P13,P15,P05,P06,P12"
penafpso@connect.np.edu.sg,18,4,19,10,4,4,14,4,10,15,20,4,13,16,1,"P11,P03,P01,P14,P10,P07"
rvyrider@connect.np.edu.sg,10,6,8,18,9,15,3,10,7,12,13,19,16,15,15,"P12,P04,P13,P06,P14,P15"
68esofsv@outlook.com,17,5,14,14,2,11,1,10,0,11,14,8,15,13,19,"P15,P01,P13,P03,P04,P11"
cgjw6gcv@connect.np.edu.sg,18,17,6,9,19,12,5,8,0,16,12,8,12,18,9,"P05,P01,P14,P02,P10,P06"
xjq2vhsc@yahoo.com,7,2,6,10,7,7,12,2,15,4,11,6,15,16,5,"P14,P09,P13,P07,P11,P04"
zs7eug99@outlook.com,20,0,2,9,1,18,3,14,3,5,0,1,2,18,0,"P01,P06,P14,P08,P04,P10"
ju9866jc@outlook.com,6,12,6,5,12,12,15,12,16,16,11,15,3,14,5,"P09,P10,P07,P12,P14,P02"
cwzixptd@outlook.com,20,16,10,2,17,8,14,20,18,17,10,10,6,20,9,"P01,P08,P04,P09,P05,P10"
ta71o55v@connect.np.edu.sg,11,11,3,9,8,4,3,3,6,13,10,7,1,2,20,"P15,P10,P01,P02,P11,P04"
g56f7tv6@connect.np.edu.sg,18,18,17,7,0,0,18,4,18,10,20,4,10,3,17,"P11,P01,P02,P07,P09,P03"
liggpj03@yahoo.com,8,5,5,10,4,20,7,0,20,18,9,16,8,4,11,"P06,P02,P10,P12,P15,P04"
8nahbja9@connect.np.edu.sg,18,5,1,9,12,13,5,12,19,6,7,19,0,18,3,"P09,P12,P01,P14,P06,P05"
2wih9r3j@connect.np.edu.sg,14,4,5,1,5,18,10,15,19,2,0,8,9,10,2,"P09,P06,P08,P01,P07,P14"
140dyglq@yahoo.com,4,9,17,5,9,20,17,2,1,3,1,13,7,0,5,"P06,P03,P07,P12,P02,P01"
14cfm189@yahoo.com,16,1,9,10,0,16,0,5,13,11,2,15,7,9,16,"P01,P06,P15,P12,P09,P10"
ztlodwhe@gmail.com,7,1,7,15,20,11,0,8,3,1,13,1,0,3,12,"P05,P04,P11,P15,P06,P08"
07oksci8@yahoo.com,13,6,17,4,2,16,18,4,9,6,16,4,3,12,20,"P15,P07,P03,P06,P11,P01"
62e0gwtt@outlook.com,4,14,5,16,1,0,9,9,13,2,4,18,8,15,17,"P12,P15,P04,P14,P02,P09"
t6rok0v1@outlook.com,5,12,1,9,8,1,19,14,8,1,11,20,2,17,13,"P12,P07,P14,P08,P04,P02"
5fb0iq66@connect.np.edu.sg,9,11,8,10,2,18,2,2,4,17,5,2,14,3,0,"P06,P13,P13,P02,P04,P01"
i0tc9v8b@gmail.com,20,2,14,17,0,8,14,4,19,8,6,14,3,7,8,"P01,P09,P14,P03,P07,P12"
fu37wbyu@yahoo.com,10,15,16,19,14,4,11,20,14,0,12,1,3,14,18,"P08,P04,P15,P03,P02,P05"
r23bj0q9@gmail.com,3,11,0,19,17,14,19,5,14,3,19,1,17,9,10,"P04,P07,P11,P05,P13,P06"
iht6dg7l@yahoo.com,0,6,5,8,1,9,3,6,1,6,20,9,14,17,1,"P11,P14,P13,P06,P12,P04"
vvo3swna@outlook.com,2,17,16,15,16,5,5,14,0,17,17,13,11,16,5,"P02,P10,P11,P03,P05,P14"
dnu32abz@connect.np.edu.sg,7,6,6,17,14,1,19,12,11,12,20,12,8,2,17,"P08,P07,P04,P15,P05,P08"
4if694t7@yahoo.com,1,9,10,20,8,15,2,18,10,2,9,14,15,11,10,"P04,P08,P06,P13,P12,P14"
nraenwhx@yahoo.com,11,17,16,3,8,15,10,16,7,9,17,5,7,15,2,"P02,P11,P03,P08,P06,P14"
qfzo634c@yahoo.com,0,7,4,10,0,2,10,2,15,0,3,4,16,10,13,"P13,P09,P15,P04,P07,P14"
d96uxxba@gmail.com,3,20,17,3,11,5,16,17,0,2,9,10,10,6,2,"P02,P03,P08,P07,P05,P12"
mkv0us41@yahoo.com,5,2,11,15,3,20,15,4,12,17,6,1,17,2,15,"P06,P10,P13,P04,P07,P15"
y7dso63d@yahoo.com,12,16,9,16,2,2,4,1,9,15,20,8,6,10,17,"P11,P15,P02,P04,P10,P01"
hxtji960@outlook.com,17,17,18,15,2,17,0,8,17,12,13,3,20,0,9,"P13,P03,P01,P02,P06,P09"
qqke2hl8@connect.np.edu.sg,8,12,19,5,2,10,7,15,1,15,1,4,6,18,9,"P03,P14,P08,P10,P02,P06"
e80fepeg@outlook.com,14,13,14,1,14,10,17,5,11,9,6,6,2,10,13,"P07,P01,P13,P05,P02,P15"
pcsgq4ka@yahoo.com,4,4,20,3,3,12,19,3,16,2,5,10,17,12,12,"P03,P07,P13,P09,P06,P14"
9uqtkawf@yahoo.com,10,16,0,6,7,20,11,7,8,5,13,1,14,13,13,"P06,P02,P13,P11,P14,P15"
n6pl4o2g@outlook.com,18,1,10,10,20,6,7,18,7,19,6,2,14,15,10,"P05,P10,P01,P08,P14,P13"
t5rd0lfp@connect.np.edu.sg,17,12,18,16,10,20,0,12,18,10,7,4,17,16,11,"P06,P03,P04,P01,P13,P04"
oafscn1a@yahoo.com,19,14,17,10,16,0,2,15,9,18,18,6,17,4,2,"P01,P10,P11,P03,P13,P05"
d7y7hykl@yahoo.com,1,4,2,19,3,9,10,12,18,8,2,1,8,12,9,"P04,P09,P08,P14,P07,P06"
pdmv203a@gmail.com,7,0,16,3,0,13,3,14,19,18,2,11,6,16,7,"P09,P10,P03,P14,P08,P06"
hfts6x9f@outlook.com,18,1,7,4,12,18,3,10,4,14,11,5,6,3,0,"P01,P06,P10,P05,P11,P08"
d3hom2sg@connect.np.edu.sg,9,14,4,11,8,12,1,11,4,8,20,13,14,1,15,"P11,P15,P02,P13,P12,P06"
y6c7ug5c@connect.np.edu.sg,7,2,14,6,12,4,12,5,10,10,14,4,4,5,11,"P13,P11,P05,P07,P15,P09"
8cqr0a9n@gmail.com,8,13,10,18,18,17,0,6,11,18,4,2,0,12,5,"P04,P05,P10,P06,P02,P14"
xxpp8sf4@connect.np.edu.sg,0,16,10,12,7,8,12,8,6,6,9,5,18,7,0,"P13,P02,P04,P07,P03,P11"
j0ytmiaj@connect.np.edu.sg,4,8,1,2,12,0,17,6,2,13,16,17,0,1,14,"P07,P12,P11,P15,P12,P05"
eo6586z7@gmail.com,15,20,5,5,3,0,14,15,4,9,15,11,16,16,13,"P02,P13,P14,P01,P08,P11"
49yqgtgk@gmail.com,12,16,18,15,11,10,12,9,10,1,3,17,1,17,13,"P03,P12,P14,P02,P04,P15"
oo8ocdnf@yahoo.com,19,12,13,17,15,1,20,1,6,5,3,8,14,15,20,"P07,P15,P01,P04,P05,P14"
47ovrajs@connect.np.edu.sg,10,6,11,16,11,1,1,3,18,0,18,1,20,17,0,"P13,P09,P11,P14,P04,P03"
fq174nr5@connect.np.edu.sg,19,10,13,18,16,18,9,18,3,13,4,14,15,11,7,"P01,P04,P06,P08,P05,P13"
95zx7hc9@connect.np.edu.sg,17,2,16,11,15,7,2,16,7,14,7,9,12,4,16,"P01,P03,P08,P15,P05,P10"
jpasu8bp@gmail.com,11,16,9,13,9,14,12,2,14,18,17,11,11,17,6,"P10,P11,P14,P15,P06,P09"
j9cta70o@gmail.com,3,11,17,2,18,7,5,18,8,3,15,7,7,7,10,"P05,P08,P03,P11,P02,P15"
5lxf69zr@yahoo.com,19,14,14,16,10,20,7,15,9,5,7,14,16,10,13,"P06,P01,P04,P01,P08,P02"
h6xvsj2v@outlook.com,1,1,8,15,16,19,5,4,15,15,4,14,7,8,17,"P06,P15,P05,P04,P09,P10"
iauzxi7c@connect.np.edu.sg,8,13,17,17,14,20,18,6,1,19,2,17,6,6,10,"P06,P10,P07,P03,P04,P12"
jhoh0cid@connect.np.edu.sg,17,6,20,15,2,14,1,0,20,20,19,19,11,20,1,"P03,P09,P10,P14,P11,P12"
t8pinj9m@connect.np.edu.sg,6,6,11,12,12,4,1,12,5,10,5,6,12,9,9,"P04,P05,P08,P13,P03,P10"
yr14j8dx@yahoo.com,5,1,6,3,11,1,10,11,17,10,8,20,3,19,4,"P12,P14,P09,P05,P08,P07"
ycip87yp@gmail.com,12,12,2,12,4,14,17,6,9,11,13,10,5,13,13,"P07,P06,P11,P14,P15,P01"
j8794vuj@yahoo.com,19,7,5,5,5,13,0,18,3,14,15,10,15,18,18,"P01,P08,P14,P15,P11,P13"
klgunpd7@outlook.com,11,5,18,11,13,10,10,4,15,1,18,19,14,5,10,"P12,P03,P11,P07,P13,P05"
qa3to58t@yahoo.com,11,10,9,5,6,3,11,2,15,7,18,11,17,2,19,"P15,P11,P13,P09,P01,P07"
7q3tgsaa@connect.np.edu.sg,11,13,3,15,18,18,13,6,6,4,20,20,13,6,19,"P11,P12,P15,P05,P06,P04"
0k0wewbx@outlook.com,17,10,16,0,8,4,18,20,2,10,14,18,16,11,2,"P08,P07,P12,P01,P03,P13"
3naqaz8i@gmail.com,18,19,11,4,1,18,13,6,20,3,4,13,1,3,12,"P09,P02,P01,P06,P07,P12"
mkff0ec8@yahoo.com,19,19,7,16,18,11,3,11,17,1,15,18,18,9,20,"P15,P01,P02,P05,P12,P13"
n8waewd6@gmail.com,11,0,17,17,17,10,18,20,6,14,0,7,3,5,13,"P08,P07,P13,P04,P05,P10"
m1fv8wa6@outlook.com,13,11,5,7,8,12,0,18,4,3,1,14,2,16,5,"P08,P14,P12,P01,P06,P03"
91jre6uo@outlook.com,16,3,19,13,1,19,17,12,6,18,8,7,12,12,3,"P03,P06,P10,P07,P01,P04"
fd9wm8f1@yahoo.com,8,7,2,15,19,9,20,8,5,14,19,15,10,15,20,"P07,P15,P05,P11,P04,P12"
8siyg132@connect.np.edu.sg,1,13,17,7,6,15,6,8,1,20,10,18,14,20,18,"P10,P14,P12,P15,P03,P06"
2q1ds7mv@gmail.com,11,9,12,15,5,17,19,10,19,11,8,8,7,8,13,"P07,P09,P06,P04,P15,P03"
xzqgf8jt@outlook.com,16,0,10,8,7,2,0,14,19,14,12,9,15,6,5,"P09,P01,P13,P08,P10,P11"
l7w8y82c@connect.np.edu.sg,4,4,5,7,15,1,1,16,19,11,10,17,4,6,10,"P09,P12,P08,P05,P10,P11"
ovoxyfj1@yahoo.com,11,16,11,6,11,11,17,15,16,14,19,11,5,16,10,"P11,P07,P02,P09,P14,P08"
20zyeqh0@yahoo.com,20,18,4,12,12,4,13,5,15,4,17,1,15,15,15,"P01,P02,P11,P09,P13,P14"
4gfkdw7q@connect.np.edu.sg,14,3,8,11,11,4,2,13,4,17,19,5,11,2,15,"P11,P10,P15,P15,P08,P04"
eycn211l@yahoo.com,0,9,12,7,11,6,1,8,4,0,19,17,17,20,0,"P14,P11,P12,P13,P03,P05"
60pfpnyt@outlook.com,18,18,2,14,15,20,1,11,19,12,18,1,14,14,6,"P06,P09,P01,P02,P11,P05"
p8giz1in@outlook.com,10,0,12,9,14,14,6,20,6,13,17,2,6,1,7,"P08,P11,P05,P06,P10,P03"
rzcvzx64@connect.np.edu.sg,8,10,14,20,15,6,2,18,5,4,6,12,2,11,3,"P04,P08,P05,P03,P12,P14"
brefc98r@yahoo.com,15,4,12,20,8,15,8,12,10,1,7,6,11,13,4,"P04,P01,P06,P14,P03,P08"
cayxr6xi@connect.np.edu.sg,7,14,14,2,0,7,14,0,15,4,3,13,4,14,12,"P09,P02,P03,P07,P14,P12"
gio7t49s@yahoo.com,18,10,6,14,0,16,5,10,4,11,0,2,5,2,16,"P01,P06,P15,P04,P10,P02"
jkorm8uh@yahoo.com,8,12,8,12,3,13,0,8,1,3,5,17,3,6,17,"P12,P15,P06,P02,P04,P01"
m210gmni@gmail.com,15,20,15,3,1,5,12,16,18,0,16,2,17,1,16,"P02,P09,P13,P08,P11,P15"
uv8iuuiy@gmail.com,15,6,5,8,15,14,15,11,8,16,20,3,10,5,7,"P11,P10,P01,P05,P07,P06"
ktxkfs6p@yahoo.com,19,12,4,7,3,6,5,2,8,15,1,6,3,6,2,"P01,P10,P02,P09,P04,P06"
2qc03l6t@outlook.com,1,17,2,10,0,9,8,17,1,6,20,17,17,11,10,"P11,P02,P08,P12,P13,P14"
mpbf21a9@yahoo.com,16,16,10,1,1,9,2,16,16,6,11,1,7,18,16,"P14,P01,P02,P08,P09,P15"
ignxc7br@connect.np.edu.sg,7,0,4,15,12,18,4,14,12,5,2,12,18,3,15,"P06,P13,P04,P15,P08,P05"
30ktz062@yahoo.com,17,0,4,14,11,8,8,12,2,4,15,17,13,0,17,"P01,P12,P15,P11,P04,P13"
4eugxd0x@connect.np.edu.sg,15,0,17,8,7,7,11,10,1,8,3,17,2,19,6,"P14,P03,P12,P01,P07,P08"
zyevldqq@connect.np.edu.sg,4,20,10,6,16,18,12,7,16,11,10,12,3,6,1,"P02,P06,P05,P09,P07,P12"
6fm3cxdj@connect.np.edu.sg,14,15,14,13,20,14,1,12,6,1,0,14,6,0,3,"P05,P02,P01,P03,P06,P12"
tj8tg1ge@yahoo.com,1,11,18,17,3,20,6,5,10,16,17,1,6,17,13,"P06,P03,P04,P11,P14,P10"
aioc3ts9@connect.np.edu.sg,13,6,15,19,11,9,1,20,19,18,11,12,15,6,17,"P08,P04,P09,P10,P15,P03"
by2f66bh@outlook.com,13,13,15,12,20,1,18,15,7,3,3,0,2,1,19,"P05,P15,P07,P03,P08,P01"
r2tfrmc5@yahoo.com,2,0,11,7,8,2,13,7,8,3,10,4,7,6,19,"P15,P07,P03,P11,P05,P15"
pe3i0576@connect.np.edu.sg,3,18,0,2,20,13,1,1,2,12,19,2,2,1,1,"P05,P11,P02,P06,P10,P01"
wmpu72yk@gmail.com,19,18,11,15,14,18,9,9,9,5,14,10,5,3,7,"P01,P02,P06,P04,P05,P11"
jut0lw0h@gmail.com,17,6,20,1,15,1,14,19,11,4,7,2,8,20,14,"P03,P14,P08,P01,P05,P07"
xyogioid@connect.np.edu.sg,18,2,15,12,4,7,7,17,1,13,13,4,6,3,18,"P01,P15,P08,P03,P10,P03"
hp13r86u@outlook.com,11,20,5,11,2,3,7,11,18,11,16,6,5,17,0,"P02,P09,P14,P11,P01,P04"
xkpadtsh@outlook.com,3,2,1,9,6,4,15,20,16,6,0,8,2,11,12,"P08,P09,P07,P15,P14,P04"
bp47ez3a@yahoo.com,8,16,13,17,18,11,9,17,17,16,13,7,10,19,20,"P15,P14,P05,P04,P08,P09"
mt04tpnr@outlook.com,3,4,3,15,11,4,5,14,7,8,13,4,5,9,18,"P15,P04,P08,P11,P05,P14"
bdh8oede@outlook.com,4,1,17,4,8,4,6,18,12,13,2,0,16,5,14,"P08,P03,P13,P15,P10,P09"
b61a0dnc@connect.np.edu.sg,16,3,15,18,16,4,2,4,16,18,12,8,18,11,16,"P04,P10,P13,P01,P05,P09"
qwuptx6q@yahoo.com,0,16,20,8,4,9,2,6,13,17,0,9,19,1,8,"P03,P13,P10,P02,P09,P06"
udjuogpf@outlook.com,12,12,2,0,17,15,11,8,0,5,10,16,2,2,5,"P05,P12,P06,P01,P02,P07"
3iwtqm7w@yahoo.com,12,4,14,12,8,2,13,8,3,15,8,1,13,17,0,"P14,P10,P03,P07,P09,P01"
82469u3z@gmail.com,3,1,0,19,19,5,14,5,18,16,12,5,1,2,9,"P04,P05,P09,P10,P07,P06"
kl3ud0yn@gmail.com,15,10,10,17,15,18,3,0,20,9,20,17,19,19,16,"P09,P11,P13,P14,P06,P04"
gehwrolm@connect.np.edu.sg,2,1,14,0,7,12,17,14,18,4,4,13,3,19,9,"P10,P09,P07,P03,P08,P12"
e467twhj@outlook.com,8,17,13,14,8,7,14,8,9,11,8,4,20,1,17,"P13,P02,P15,P04,P07,P03"
4ww9y9vl@connect.np.edu.sg,13,4,4,1,3,13,11,11,13,16,1,16,16,18,20,"P15,P14,P10,P12,P13,P01"
aralewym@gmail.com,15,12,18,8,8,9,8,14,11,1,16,2,7,15,17,"P03,P15,P11,P01,P14,P08"
43vxdmwg@yahoo.com,10,12,13,8,12,9,19,7,6,11,19,0,5,15,2,"P07,P11,P14,P03,P02,P05"
zeds3b1r@connect.np.edu.sg,1,15,8,0,12,9,12,5,3,16,20,12,11,0,1,"P11,P10,P02,P05,P07,P12"
3meki0et@yahoo.com,10,0,1,2,11,16,7,12,0,16,17,6,8,5,14,"P11,P06,P10,P15,P08,P05"
qwtgy6v5@outlook.com,10,16,19,5,7,1,7,18,5,1,3,3,13,2,13,"P03,P08,P02,P13,P15,P01"
7k2adbpl@outlook.com,8,17,20,7,6,3,20,9,2,9,7,19,6,5,4,"P03,P07,P12,P02,P08,P10"
tzbkzw26@connect.np.edu.sg,4,1,14,1,10,9,9,4,5,12,2,17,3,8,17,"P12,P15,P03,P10,P05,P06"
jt6cj4sp@connect.np.edu.sg,9,2,16,20,9,5,11,18,10,2,4,2,9,11,6,"P04,P08,P03,P07,P14,P09"
x53u217c@yahoo.com,11,15,14,2,10,14,17,17,9,11,5,16,7,11,1,"P07,P08,P12,P02,P03,P06"
3d6c54qz@outlook.com,13,13,17,6,16,5,15,14,17,5,14,9,4,0,14,"P03,P09,P05,P07,P08,P11"
9vogqh40@outlook.com,14,12,11,16,6,14,12,15,1,1,6,10,16,6,1,"P04,P13,P08,P01,P06,P02"
dxum4gfh@outlook.com,11,7,0,15,4,19,20,12,6,16,1,6,13,4,11,"P07,P06,P10,P04,P13,P08"
pvu5klha@yahoo.com,4,5,13,14,13,18,11,2,20,6,13,10,5,1,11,"P09,P06,P04,P03,P05,P11"
k0eij10i@yahoo.com,10,9,2,12,2,18,4,17,9,13,18,16,6,2,6,"P06,P11,P08,P12,P10,P04"
fl5hk1i0@outlook.com,9,3,8,18,11,0,17,0,11,1,4,14,18,4,19,"P15,P04,P13,P07,P12,P05"
l75nmm8g@gmail.com,14,9,0,6,1,0,13,14,15,0,14,11,10,19,20,"P15,P14,P09,P01,P08,P11"
2hpvn83y@yahoo.com,12,17,12,5,8,7,2,5,7,12,9,10,8,13,5,"P02,P14,P01,P03,P10,P12"
tiuqswww@gmail.com,12,17,18,14,12,19,13,15,19,17,12,7,20,13,4,"P13,P06,P09,P03,P02,P10"
3mrks1bd@outlook.com,7,19,11,20,3,9,5,6,18,6,13,15,17,7,2,"P04,P02,P09,P13,P12,P11"
amhcqol8@outlook.com,8,5,14,8,0,5,19,9,3,19,0,9,2,19,16,"P07,P10,P14,P15,P03,P08"
o86wom8y@gmail.com,4,13,2,4,17,17,0,14,20,9,9,15,12,4,11,"P09,P05,P06,P12,P08,P02"
zegqd288@outlook.com,16,19,9,9,5,13,1,18,9,1,19,8,16,14,12,"P02,P11,P08,P01,P13,P14"
71c9hyva@outlook.com,13,18,19,0,12,2,3,4,4,16,14,8,2,15,10,"P03,P02,P10,P14,P11,P01"
3mt12ptg@yahoo.com,16,20,11,15,7,19,7,20,13,4,19,13,8,9,20,"P02,P08,P15,P06,P11,P01"
w76jxza7@outlook.com,20,16,20,2,12,18,16,5,19,9,7,8,7,0,7,"P01,P03,P09,P06,P02,P07"
w1w2rydq@yahoo.com,10,15,4,18,17,9,18,12,3,13,16,18,18,12,17,"P04,P07,P12,P13,P05,P15"
qqhqoook@gmail.com,13,4,17,7,13,8,17,0,19,8,9,7,9,6,10,"P09,P03,P07,P01,P05,P15"
9t4wiu8y@yahoo.com,0,2,14,4,3,16,19,17,2,17,18,15,10,9,15,"P07,P11,P08,P10,P06,P12"
tn7ul2ms@gmail.com,5,17,14,15,5,11,6,6,6,18,17,1,11,18,4,"P10,P14,P02,P11,P04,P03"
gp77hd1f@outlook.com,10,20,8,15,12,6,8,2,20,5,13,3,16,20,12,"P02,P09,P14,P15,P04,P11"
t9ylqfd0@connect.np.edu.sg,13,4,5,0,7,5,0,2,14,13,1,16,10,20,6,"P14,P12,P09,P01,P10,P13"
5s9sail0@connect.np.edu.sg,2,11,8,17,3,11,5,16,20,10,0,4,19,1,16,"P09,P13,P04,P08,P15,P12"
0u3tqkhm@yahoo.com,15,9,0,13,19,18,5,4,3,10,8,12,4,17,13,"P08,P06,P14,P01,P04,P15"
z687jypy@gmail.com,12,13,7,10,7,11,19,3,8,6,18,3,19,5,5,"P07,P13,P11,P02,P01,P06"
cvknkser@yahoo.com,3,9,6,3,18,18,9,15,11,13,15,3,2,6,19,"P15,P05,P06,P08,P11,P10"
kgcyifuz@yahoo.com,14,1,16,8,16,19,4,17,11,1,1,5,0,12,14,"P06,P08,P03,P05,P04,P15"
dwxesrln@yahoo.com,0,15,17,4,15,9,16,3,11,10,6,6,13,9,15,"P03,P07,P02,P05,P15,P13"
y8mzfsjk@yahoo.com,11,9,17,16,9,1,20,10,19,12,19,16,18,20,16,"P07,P14,P09,P11,P13,P03"
7fakuiri@connect.np.edu.sg,9,16,5,18,9,14,19,13,1,12,10,13,12,12,10,"P07,P04,P02,P06,P08,P12"
a2ao162d@yahoo.com,14,11,12,6,14,17,8,17,2,6,16,18,1,3,1,"P12,P06,P08,P11,P01,P05"
9t34lubj@gmail.com,1,4,10,0,12,3,10,17,9,11,14,9,2,2,6,"P08,P11,P05,P10,P03,P07"
y09a0rgf@gmail.com,8,17,14,16,1,3,7,13,1,19,14,8,11,12,2,"P10,P02,P04,P03,P11,P08"
pilb9rgv@yahoo.com,13,8,13,20,19,17,18,18,10,18,11,7,11,12,6,"P04,P05,P07,P08,P10,P06"
gb22q7o6@gmail.com,10,9,10,4,6,7,1,14,1,11,10,12,15,20,7,"P14,P13,P08,P12,P10,P01"
ocwpvcd3@connect.np.edu.sg,20,15,11,4,9,0,18,20,11,2,11,6,9,1,8,"P01,P08,P07,P02,P03,P09"
nc7wuylx@connect.np.edu.sg,2,14,19,4,19,9,3,16,15,11,11,12,3,8,14,"P03,P05,P08,P09,P02,P15"
q8v0laxk@gmail.com,2,10,17,16,18,15,17,0,7,17,3,13,6,5,4,"P06,P03,P07,P10,P04,P06"
5trp3lzt@outlook.com,4,19,17,15,15,3,6,6,5,6,7,6,12,9,19,"P02,P15,P03,P04,P05,P13"
r2hmb099@yahoo.com,20,1,16,8,15,13,2,13,4,20,2,6,8,16,4,"P01,P10,P03,P14,P05,P02"
eaezq7vr@outlook.com,2,2,20,6,10,2,12,18,19,0,10,19,0,1,11,"P03,P09,P12,P08,P07,P15"
rzcpbh6v@outlook.com,0,12,15,3,18,15,8,15,4,10,4,18,13,7,12,"P05,P12,P03,P06,P08,P13"
foe7r3sy@yahoo.com,4,14,10,15,7,18,14,9,14,15,2,12,20,2,5,"P04,P06,P04,P10,P02,P07"
mmes9c51@outlook.com,5,17,3,9,6,19,15,4,13,13,18,8,18,3,20,"P15,P06,P11,P13,P06,P07"
9yb4e4h3@gmail.com,10,1,0,4,18,13,13,16,11,17,13,9,17,10,6,"P05,P10,P13,P08,P06,P07"
nzujsyhf@yahoo.com,7,12,17,13,5,9,9,0,1,2,8,12,7,15,18,"P15,P03,P14,P04,P02,P12"
vkihd4qe@outlook.com,2,2,7,17,17,8,16,7,7,19,0,11,20,13,15,"P13,P10,P04,P05,P07,P15"
6urw2wg7@connect.np.edu.sg,14,1,16,5,16,14,4,16,3,11,20,15,19,4,9,"P11,P13,P03,P05,P07,P12"
w2pkhc2j@outlook.com,3,13,15,9,9,2,17,0,6,11,16,6,7,15,8,"P07,P11,P03,P14,P02,P10"
nv7xm6c6@gmail.com,3,5,7,5,1,16,8,0,15,16,4,1,3,5,13,"P06,P10,P09,P15,P07,P03"
u4d022iv@connect.np.edu.sg,19,20,17,3,14,16,5,0,14,3,15,6,18,1,7,"P02,P01,P13,P03,P06,P11"
30p9gh1a@outlook.com,19,11,12,18,9,17,16,2,20,16,5,9,8,0,4,"P09,P01,P04,P06,P07,P10"
j6dehupy@outlook.com,6,19,13,20,13,14,18,18,17,18,2,5,14,13,16,"P04,P02,P07,P08,P10,P09"
v0829u27@gmail.com,17,6,17,16,6,10,1,13,19,5,9,3,17,3,15,"P09,P01,P03,P13,P04,P15"
ubc5o4xm@connect.np.edu.sg,12,16,10,11,6,15,8,9,19,12,3,8,18,11,6,"P09,P13,P02,P06,P01,P10"
dctfjhwi@outlook.com,0,15,5,20,6,7,0,13,12,7,3,11,16,13,19,"P04,P15,P13,P02,P08,P14"
